batch_size,seq_length,avg_forward_time,avg_backward_time
128,16,0.001031882999905065,0.027306124599954275
128,32,0.0009403770000972145,0.0014831083000444779
128,64,0.004182638200018118,0.004707041899928299
128,128,0.017300393400046233,0.014014003600050274
128,256,0.06727970609986186,0.046074427500025196
256,16,0.0006142728000213538,0.001840064500038352
256,32,0.002283702499971696,0.003792487899909247
256,64,0.009003327899927171,0.010034644899951673
256,128,0.035799178199931704,0.027932524700054272
256,256,0.12941385359995367,0.09618432779998329
512,16,0.0012426591000803456,0.003878759000008358
512,32,0.0044941401000414775,0.007655787600015174
512,64,0.01833002130006207,0.020265939800083288
512,128,0.07082533669995428,0.05636504870003591
512,256,0.251634141699833,0.19886716449987035
1024,16,0.002377022300106546,0.00792498579999119
1024,32,0.00893579060002594,0.01565348320000339
1024,64,0.037237072800007806,0.03991537369993239
1024,128,0.13482815379989005,0.11995891499991558
1024,256,0.49604604860001017,0.4046618165999917
