batch_size,seq_length,avg_forward_time,avg_backward_time
128,16,0.0023152524000124687,0.028935422300037317
128,32,0.0001007638999453775,0.00018368160003774393
128,64,0.00024229990003732382,0.0004442553999069787
128,128,0.0009606642000107967,0.00172981320015424
128,256,0.004365261399971132,0.007274026699997193
256,16,9.459240013711678e-05,0.00023173360000328103
256,32,0.0001808106000225962,0.000339028299868005
256,64,0.0006122683000285179,0.0010696979999920587
256,128,0.002317858700007491,0.0037441717000547214
256,256,0.009090624899954491,0.014779463099921486
512,16,0.00012478329995246895,0.00026318079999327894
512,32,0.0003442654999616934,0.0006932453999979771
512,64,0.001287534999937634,0.0022384384999895703
512,128,0.004930061599998226,0.0077297478000673435
512,256,0.01996206680000796,0.030437796900059766
1024,16,0.0002081233001263172,0.00048321350004698616
1024,32,0.0007806473998698493,0.001491438199991535
1024,64,0.0027698330000021087,0.004630017999943448
1024,128,0.00992758289989979,0.015497964100040918
1024,256,0.03898796060007044,0.05997685030001776
